wordSyllables,wordLength,wordCount,weaselWordRate,triviaSectionsCount,to_be_verbRate,templateCount,tableCount,syllableCount,subsubsectionLength,subsubsectionCount,subsectionNesting,subsectionLength,subsectionCount,stopwordRate,smogIndex,shortestSubsubsectionLength,shortestSubsectionLength,shortestSentenceLength,shortestSectionLength,shortSentenceRate,sentenceLength,sentenceCount,sentenceBeginSubordinatingConjunctionRate,sentenceBeginPronounRate,sentenceBeginPrepositionRate,sentenceBeginInterrogativePronounRate,sentenceBeginCoordinatingConjunctionRate,sentenceBeginArticleRate,sectionNesting,sectionLength,sectionCount,registeredEditorRate,referenceWordRate,referenceSectionsCount,referenceSectionRate,referenceCount,reciprocity,questionRate,questionCount,pronounRate,prepositionRate,peacockWordRate,passiveSentenceRate,paragraphLength,paragraphCount,pageRank,oneSyllableWordRate,oneSyllableWordCount,nominalizationRate,miyazaki,longestSubsubsectionLength,longestSubsectionLength,longestSentenceLength,longestSectionLength,longWordRate,longSentenceRate,lix,listRate,linkRate,languageLinkCount,internalLinkCount,informationToNoiseRatio,inLinkCount,imagesPerSection,imageCount,headingCount,gunningFogIndex,forcastGradeLevel,fleschReadingEase,fleschKincaidGradeLevel,fileCount,externalLinksPerSection,externalLinkCount,editsPerEditor,editorRate,editorCount,editCount,easyWordRate,discussionEditCount,difficultWordRate,daleChall,currency,conjunctionRate,complexWordRate,colemanLiauIndex,characterCount,categoryCount,brokenLinkCount,bormuth,auxiliaryVerbRate,ari,anonymousEditorRate,agePerEdit,age,has_flaw
2.285714,7,7,0,0,0,16,0,16,38.0956,0,0,32.9551,0,0,6.872983,14.6767,5.66071,1,0,100,1.166667,6,0,0,0,0,0,0,0,0,6,100,0,0,0,0,0.54717,0,0,0,0,0,0,7.41618,0,0,28.571429,2,0,31.155667,35.3587,60.4917,2,0,28.571429,0,29.738095,0.844444,1.285714,1,53,1,29,0,0,6,17.609524,15.714286,12.279405,11.836429,0,0,0,1,1,11,11,14.285714,1,85.714286,17.228652,66,0,42.857143,-0.284286,49,2,0,2.69445,0,12.123333,0,159.727273,1757,yes
2.066667,6.133333,15,0,0,0,15,0,31,38.0956,0,0,32.9551,0,20,7.6291,14.6767,5.66071,1,0,100,2.142857,7,0,0,0,0,0,14.285714,0,0,6,100,0,0,0,0,0.434783,0,0,0,0,6.666667,0,7,1,0,40,6,0,45.571686,35.3587,60.4917,8,0,26.666667,0,28.809524,0.910714,1.6,1,69,0.666667,30,0,0,6,14.190476,14,29.82,9.632381,0,0,0,1.5,0.6667,14,21,40,1,60,13.216786,66,0,33.333333,6.325333,92,1,0,6.67994,0,8.529429,0,83.666667,1757,yes
1.773973,5.296804,438,0,0,2.968037,54,1,777,38.0956,0,0,0,4,33.561644,10.659417,14.6767,0,1,0,75.555556,9.733333,45,0,6.666667,13.333333,0,0,15.555556,0.285714,26.071429,14,98.076923,0,3,0,0,0.044444,0,0,0,0,0,22.222222,3.461538,13,0,51.369863,225,0,46.748399,35.3587,0,27,289,30.365297,0,40.09863,0.307317,0.06338,4,225,0.388128,10,0,0,18,11.929863,12.294521,46.877584,9.138877,1,0.857143,12,3.0588,0.3269,17,52,52.283105,2,47.716895,11.653771,253,0,20.091324,12.315982,2320,1,0,7.070304,0,8.384612,1.923077,33.788462,1757,yes
2.166667,7.333333,6,0,0,0,16,0,13,38.0956,0,0,32.9551,0,0,6.464102,14.6767,5.66071,1,0,100,1.2,5,0,0,0,0,0,0,0,0,5,100,0,0,0,0,0.457627,0,0,0,0,0,0,7.41618,0,0,33.333333,2,0,24.8278,35.3587,60.4917,2,0,33.333333,0,34.533333,0.936842,2.666667,2,59,1,27,0,0,5,13.813333,15,22.317,10.444667,0,0,0,1.3077,0.7647,13,17,16.666667,1,83.333333,16.854353,66,0,33.333333,2.393333,44,2,0,3.060666,0,13.71,0,103.352941,1757,yes
2,6.133333,15,0,0,0,15,0,30,38.0956,0,0,32.9551,0,20,7.6291,14.6767,5.66071,1,0,100,2.142857,7,0,0,0,0,0,14.285714,0,0,6,100,0,0,0,0,0.394366,0,0,0,0,6.666667,0,7,1,0,33.333333,5,0,45.571686,35.3587,60.4917,8,0,26.666667,0,28.809524,0.900662,1.733333,1,71,0.666667,28,0,0,6,14.190476,15,35.46,8.845714,0,0,0,1.4545,0.6875,11,16,40,1,60,13.216786,66,0,33.333333,6.325333,92,1,0,6.67994,0,8.529429,0,109.75,1756,yes
1.535152,4.8468,953,0.314795,0,5.036726,57,0,1463,38.0956,0,0,54.666667,12,44.596013,10.573172,14.6767,0,1,0,63.235294,14.014706,68,1.470588,13.235294,7.352941,0,1.470588,26.470588,2.4,165,5,71.111111,0.002137,1,0.117647,2,0.530201,0,0,0,0,0.524659,51.470588,3.777778,18,0,45.225603,431,0.314795,47.001766,35.3587,191,84,362,27.49213,7.352941,41.506836,0.006369,0.043803,0,149,0.279119,79,0.4,2,17,11.062336,13.216159,62.736202,7.990531,0,0.6,3,2.6471,0.3778,17,45,60.650577,5,39.349423,10.544903,31,0,13.641133,10.607041,4619,4,0,7.522721,0,8.405779,28.888889,39.022222,1756,yes
1.738602,5.264438,329,0,0,3.647416,43,0,572,38.0956,0,0,32.9551,0,39.817629,12.674709,14.6767,5.66071,1,0,52,13.16,25,0,16,16,0,0,8,0,34.75,8,72.580645,0.012232,2,0.5,4,1.035088,0,0,0,0,0,24,2.777778,9,0,49.544073,163,0,40.791127,35.3587,60.4917,36,132,34.346505,4,47.506505,0,0.110092,0,114,0.410334,118,0,0,8,14.747283,12.568389,46.391886,10.057902,0,0.75,6,2,0.5,31,62,55.319149,4,44.680851,11.344342,4,0,23.708207,12.927903,1732,6,0,6.827715,0,9.945502,27.419355,28.322581,1756,yes
1.732523,5.06079,329,1.215805,0,4.559271,49,0,570,38.0956,0,0,32.9551,0,41.945289,12.810708,14.6767,5.66071,1,0,62.5,13.708333,24,4.166667,33.333333,12.5,0,4.166667,0,0,56,5,84.90566,0,1,0,0,1,0,0,0,0,1.215805,41.666667,6,4,0,43.161094,142,0.303951,43.567463,35.3587,60.4917,35,244,28.267477,8.333333,41.975811,0,0.165644,8,27,0.43769,27,0,0,5,14.845035,13.525836,46.349613,10.200019,0,0.8,4,1.6563,0.6038,32,53,55.015198,8,44.984802,11.419534,1,0,23.404255,11.819605,1665,12,0,6.668247,0,9.260489,15.09434,33.113208,1755,yes
1.727273,5.454545,22,0,0,0,23,0,38,38.0956,0,0,0,4,13.636364,5.860388,14.6767,0,1,0,100,2,11,0,0,0,0,0,0,0.571429,1.714286,7,84.090909,0.090909,1,0.181818,2,0.464286,0,0,0,0,0,0,7.41618,0,0,59.090909,13,0,58.601182,35.3587,0,3,9,31.818182,0,33.818182,0.932308,3.5,0,84,0.727273,39,0,0,11,6.254545,11.136364,58.677727,5.571818,0,0.142857,1,4.4,0.2273,10,44,63.636364,2,36.363636,9.477518,19,0,13.636364,1.327273,120,5,0,10.562291,0,5.260909,15.909091,39.886364,1755,yes
1.695418,5.361186,371,0.808625,0,5.660377,79,0,629,38.0956,0,0,0,2,40.161725,12.023778,14.6767,0,1,0,68.571429,10.6,35,5.714286,2.857143,20,0,0,14.285714,0.181818,26.727273,11,96.551724,0,1,0,0,0.396825,0,0,0,0,0.269542,37.142857,4.375,8,0,47.439353,176,0,43.877993,35.3587,0,40,176,32.075472,2.857143,42.675472,0.25,0.119241,3,63,0.439353,25,0,0,13,14.482588,12.884097,52.643655,8.54993,0,0.454545,5,1.381,0.7241,21,29,56.603774,1,43.396226,11.014524,13,0,25.606469,12.947197,1989,1,0,7.581544,0,9.121186,3.448276,60.517241,1755,yes
1.681553,5.216505,1030,0.582524,0,2.718447,42,0,1732,38.0956,0,0,43.5,4,40.679612,12.70329,14.6767,0,2,0,55.384615,15.846154,65,4.615385,6.153846,16.923077,0,1.538462,30.769231,0.285714,67.428571,14,84.313725,0.006883,0,0.388889,7,0.339623,0,0,0,0,0.38835,27.692308,5,13,0.000001,43.106796,444,0.194175,36.54521,35.3587,87,51,470,29.320388,10.769231,45.166542,0.006803,0.078663,1,212,0.379612,72,0.071429,1,18,14.260792,13.533981,48.491736,10.43233,1,0.357143,5,2.3182,0.4314,22,51,56.116505,4,43.883495,11.351673,64,0,19.805825,13.03201,5373,1,0,6.382134,0,11.062815,15.686275,34.411765,1755,yes
1.891892,5.405405,37,2.702703,0,2.702703,13,0,70,38.0956,0,0,32.9551,0,40.540541,8.163978,14.6767,5.66071,1,0,88.888889,4.111111,9,0,0,0,0,0,11.111111,0,0,7,95,0,0,0,0,1.6875,0,0,0,0,0,11.111111,4.5,2,0,48.648649,18,0,55.479733,35.3587,60.4917,16,0,21.621622,0,25.732733,0.5375,0.567568,1,16,0.432432,27,0,0,7,10.293093,12.702703,42.608168,8.337658,0,0,0,1.25,0.8,16,20,54.054054,2,45.945946,11.095276,57,0,21.621622,8.740541,200,4,0,8.559571,0,6.085015,5,141.85,2837,yes
1.5,5.75,8,0,0,0,19,0,12,38.0956,0,0,0,1,0,5.44949,14.6767,0,1,0,100,1.6,5,0,0,0,0,0,0,0.25,0.75,4,94.736842,0,0,0,0,0.454545,0,0,0,0,0,0,7.41618,0,0,62.5,5,0,53.8154,35.3587,0,3,3,25,0,26.6,0.902439,4.25,0,44,1,20,0,0,5,5.64,10.625,78.311,2.734,0,0.25,1,2.7143,0.3684,7,19,37.5,1,62.5,13.58461,216,0,12.5,-0.6825,46,3,0,6.405608,0,6.4525,5.263158,92.368421,1755,yes
1.765625,5.225,320,0.9375,0,5,40,0,565,38.0956,0,0,22.333333,3,43.4375,11.622519,14.6767,0,1,0,65.217391,13.913043,23,0,8.695652,4.347826,0,0,39.130435,0.5,23.166667,6,85.204082,0.006289,2,0.222222,2,5.063492,0,0,0,0,0,43.478261,2.3,10,0.000002,54.375,174,0,40.089409,35.3587,63,44,77,30.625,13.043478,44.538043,0.402256,0.36478,24,63,0.409375,319,1.166667,7,9,12.690217,11.84375,43.341386,10.670462,1,1.166667,7,2.1304,0.4694,92,196,59.375,11,40.625,10.741274,14,0,17.8125,12.819,1672,7,0,7.324241,0,10.136272,14.795918,13.566327,2659,yes
1.411207,4.357759,1160,0.431034,0,2.586207,45,0,1637,38.0956,0,0,32.9551,0,46.724138,9.708204,14.6767,5.66071,1,0,56.25,14.5,80,6.25,25,1.25,0,0,22.5,0,220,5,73.684211,0.001738,1,0.4,2,0.4,0,0,0,0,0,18.75,4.444444,18,0,64.482759,748,0.086207,55.262,35.3587,60.4917,30,1070,16.637931,1.25,31.137931,0.001735,0.025195,4,15,0.287069,6,0,0,5,9.937931,10.327586,72.729397,6.717241,0,0.8,4,3.04,0.3289,25,76,68.275862,7,31.724138,9.364941,125,0,10.344828,7.798233,5055,8,0,8.671,0,6.345043,26.315789,23.078947,1754,yes
1.826519,5.334254,1810,0.994475,0,4.530387,90,5,3306,5.941176,34,0.708333,29,48,39.281768,12.011487,0,0,1,0,73.563218,10.402299,174,2.873563,6.896552,6.896552,0,0,12.068966,6,207.625,8,99.074074,0.005562,1,0.111111,10,0.005435,0,0,0,0,0.331492,27.011494,1.657143,105,0,50.939227,922,2.928177,44.762892,49,184,43,542,34.972376,5.747126,45.374675,0.628277,0.716352,0,920,0.234807,5,0,0,90,14.569759,12.359116,41.753131,10.019825,0,0.375,3,11.3684,0.088,57,648,58.453039,20,41.546961,10.712719,17,0,26.022099,12.734779,9655,2,0,7.924366,0,8.895486,0.925926,2.70679,1754,yes
1.617169,4.809745,431,2.784223,0,5.568445,41,0,697,38.0956,0,0,7,4,40.37123,11.325283,14.6767,0,1,0,51.724138,14.862069,29,0,6.896552,6.896552,0,0,24.137931,0.666667,49,6,78.461538,0.004673,1,0.2,2,0.936255,0,0,0,0,0.464037,27.586207,4.833333,6,0.000001,57.772622,249,0.232019,46.074552,35.3587,28,31,158,23.433875,13.793103,38.295944,0.482467,0.065421,4,251,0.412993,235,0.166667,1,10,12.162925,11.334107,54.937471,9.288806,0,0.5,3,1.8056,0.5538,36,65,62.87703,6,37.12297,10.235376,82,0,15.545244,10.510835,2073,3,0,7.70272,0,8.654932,21.538462,51.923077,3375,yes
1.849057,5.830189,53,0,0,1.886792,33,0,98,38.0956,0,0,0,6,30.188679,7.803845,14.6767,0,1,0,92.307692,4.076923,13,7.692308,0,0,0,0,15.384615,1.5,2,4,72.093023,0.134615,1,0.7,7,1.0625,0,0,0,0,0,0,13,1,0,49.056604,26,0,47.56271,35.3587,0,17,4,49.056604,0,53.133527,0.816901,0.403846,1,16,0.433962,17,0,0,10,9.177939,12.641509,46.266734,7.818868,0,1,4,2.3889,0.4186,18,43,47.169811,2,52.830189,12.180602,27,0,18.867925,11.181321,309,2,0,7.43681,0,8.06865,27.906977,40.767442,1753,yes
1.714286,6.142857,7,0,0,0,24,0,12,38.0956,0,0,0,1,0,5.44949,14.6767,0,1,0,100,1.4,5,0,0,0,0,0,0,0.25,0.75,4,100,0.428571,1,0.6,3,0.45098,0,0,0,0,0,0,7.41618,0,0,57.142857,4,0,46.816029,35.3587,0,3,3,28.571429,0,29.971429,0.959064,6.428571,0,51,1,23,0,0,5,6.274286,11.428571,60.385429,5.184571,0,0.5,2,2.9,0.3448,10,29,42.857143,1,57.142857,12.728797,329,0,14.285714,-1.047143,43,4,0,7.301607,0,8.202857,0,60.448276,1753,yes
1.714286,6.142857,7,0,0,0,26,0,12,38.0956,0,0,0,1,0,5.44949,14.6767,0,1,0,100,1.4,5,0,0,0,0,0,0,0.25,0.75,4,100,0.285714,1,0.4,2,0.4375,0,0,0,0,0,0,7.41618,0,0,57.142857,4,0,46.816029,35.3587,0,3,3,28.571429,0,29.971429,0.942623,3,0,32,1,14,0,0,5,6.274286,11.428571,60.385429,5.184571,0,0.25,1,2.5,0.4,12,30,42.857143,2,57.142857,12.728797,99,0,14.285714,-1.047143,43,4,0,7.301607,0,8.202857,0,58.433333,1753,yes
1.714286,6.142857,7,0,0,0,19,0,12,38.0956,0,0,0,1,0,5.44949,14.6767,0,1,0,100,1.4,5,0,0,0,0,0,0,0.25,0.75,4,100,0.285714,1,0.4,2,0.653846,0,0,0,0,0,0,7.41618,0,0,57.142857,4,0,46.816029,35.3587,0,3,3,28.571429,0,29.971429,0.887097,2.285714,0,26,1,17,0,0,5,6.274286,11.428571,60.385429,5.184571,0,0,0,1.4615,0.6842,13,19,42.857143,2,57.142857,12.728797,322,0,14.285714,-1.047143,43,4,0,7.301607,0,8.202857,0,92.263158,1753,yes
2,7,4,0,0,0,27,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,1,1,1,4,0.351351,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.972414,6.75,0,37,1,13,0,0,4,10.4,12.5,36.62,8.4,0,0.75,3,1.4545,0.6875,11,16,0,3,100,19.4761,61,0,25,-4.57,28,4,0,0.417201,0,12.04,0,109.5625,1753,yes
1.7,5.35,20,0,0,0,24,0,34,38.0956,0,0,0,4,15,5.44949,14.6767,0,1,0,100,2,10,0,0,0,0,0,0,0.666667,2,6,100,0.05,1,0.1,1,0.402439,0,0,0,0,0,0,7.41618,0,0,60,12,0,60.5658,35.3587,0,3,9,30,0,32,0.93266,3.75,0,82,0.7,33,0,0,10,4.8,11,60.985,5.25,0,0,0,3.3077,0.3023,13,43,70,2,30,8.4727,285,0,10,0.7115,107,4,0,11.596439,0,4.7685,0,40.767442,1753,yes
2,7,4,0,0,0,20,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,0.25,1,0.25,1,0.625,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.733333,1.5,0,16,1,10,0,0,4,10.4,12.5,36.62,8.4,0,0.25,1,1.3333,0.75,9,12,0,2,100,19.4761,530,0,25,-4.57,28,4,0,0.417201,0,12.04,0,146.083333,1753,yes
2,7,4,0,0,0,20,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,92.307692,1,1,1,4,0.368421,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.906977,2.5,0,19,1,7,0,0,4,10.4,12.5,36.62,8.4,0,0,0,1.625,0.6154,8,13,0,2,100,19.4761,377,0,25,-4.57,28,4,0,0.417201,0,12.04,7.692308,134.769231,1752,yes
1.5,5.75,4,0,0,0,19,0,6,38.0956,0,0,32.9551,0,0,3,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,0.25,1,0.25,1,0.529412,0,0,0,0,0,0,7.41618,0,0,50,2,0,54.965,35.3587,60.4917,1,0,0,0,1,0.904762,0.75,0,17,1,9,0,0,4,0.4,12.5,78.92,2.5,0,0,0,1.2,0.8333,10,12,0,1,100,19.4761,461,0,0,-11.9325,23,0,0,0.462701,0,6.1525,0,146,1752,yes
2,7,4,0,0,0,20,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,0.25,1,0.25,1,0.588235,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.777778,0.75,0,17,1,10,0,0,4,10.4,12.5,36.62,8.4,0,0,0,1.125,0.8889,8,9,0,1,100,19.4761,461,0,25,-4.57,28,0,0,0.417201,0,12.04,0,194.666667,1752,yes
2,7,4,0,0,0,20,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,0.75,1,0.75,3,0.263158,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.949367,2.25,0,19,1,5,0,0,4,10.4,12.5,36.62,8.4,0,0,0,1.3636,0.7333,11,15,0,1,100,19.4761,377,0,25,-4.57,28,4,0,0.417201,0,12.04,0,116.8,1752,yes
2,7,4,0,0,0,20,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,88.235294,0.25,1,0.25,1,0.47619,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.885714,2.75,0,21,1,10,0,0,4,10.4,12.5,36.62,8.4,0,0.25,1,1.7,0.5882,10,17,0,1,100,19.4761,461,0,25,-4.57,28,4,0,0.417201,0,12.04,11.764706,103.058824,1752,yes
2,7,4,0,0,0,23,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,0.25,1,0.25,1,0.47619,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.904762,2.75,0,21,1,10,0,0,4,10.4,12.5,36.62,8.4,0,0.25,1,1.3333,0.75,9,12,0,1,100,19.4761,530,0,25,-4.57,28,4,0,0.417201,0,12.04,0,146,1752,yes
2,7,4,0,0,0,20,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,95,0.25,1,0.25,1,0.619048,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.902439,2.75,0,21,1,13,0,0,4,10.4,12.5,36.62,8.4,0,0.25,1,1.5385,0.65,13,20,0,1,100,19.4761,530,0,25,-4.57,28,4,0,0.417201,0,12.04,5,87.6,1752,yes
1.7041,4.969697,561,1.426025,0,4.278075,69,0,956,38.0956,0,0,32.9551,0,41.889483,12.660918,14.6767,5.66071,1,0,52.777778,15.583333,36,2.777778,11.111111,19.444444,0,0,33.333333,0,80.833333,6,92.857143,0.007246,1,0.666667,4,1.173077,0,0,0,0,0.713012,22.222222,2.25,16,0.000001,54.901961,308,0.178253,41.686788,35.3587,60.4917,53,254,28.877005,8.333333,44.460339,0.224719,0.141304,19,52,0.329768,61,0,0,6,14.219073,11.764706,46.851072,10.595878,0,2,12,2.0741,0.4821,54,112,59.358289,6,40.641711,10.82676,25,0,19.964349,11.546381,2788,2,0,6.972397,0,9.768939,7.142857,23.732143,2658,yes
